date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:26:35	96008/96008	---M-Z	200	added ('OK')	font/ttf	etag:%2217708-57fac225aa942-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-ThinItalic.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-ThinItalic.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:26:36	43016/43016	---M--	200	added ('OK')	font/woff	etag:%22a808-57fac22796c47%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Light.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Light.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:26:41	27260/27260	---M--	200	added ('OK')	font/woff2	etag:%226a7c-57fac2251df41%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-LightItalic.woff2	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-LightItalic.woff2	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:26:47	101428/101428	---M-Z	200	added ('OK')	font/ttf	etag:%2218c34-57fac225941e2-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Light.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Light.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:26:48	96896/96896	---M-Z	200	added ('OK')	font/ttf	etag:%2217a80-57fac22888f49-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-LightItalic.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-LightItalic.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:26:49	28296/28296	---M--	200	added ('OK')	font/woff2	etag:%226e88-57fac22726766%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Regular.woff2	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Regular.woff2	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:26:53	42116/42116	---M--	200	added ('OK')	font/woff	etag:%22a484-57fac22697e24%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Regular.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Regular.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:26:57	27964/27964	---M--	200	added ('OK')	font/woff2	etag:%226d3c-57fac2262f644%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-RegularItalic.woff2	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-RegularItalic.woff2	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:26:59	105536/105536	---M-Z	200	added ('OK')	font/ttf	etag:%2219c40-57fac2226991b-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Regular.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Regular.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:00	40940/40940	---M--	200	added ('OK')	font/woff	etag:%229fec-57fac2232705c%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-RegularItalic.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-RegularItalic.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:03	100836/100836	---M-Z	200	added ('OK')	font/ttf	etag:%22189e4-57fac227c69e7-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-RegularItalic.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-RegularItalic.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:05	29844/29844	---M--	200	added ('OK')	font/woff2	etag:%227494-57fac2266af64%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Medium.woff2	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Medium.woff2	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:08	40540/40540	---M--	200	added ('OK')	font/woff	etag:%229e5c-57fac223fbe9e%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-LightItalic.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-LightItalic.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:10	27864/27864	---M--	200	added ('OK')	font/woff2	etag:%226cd8-57fac2240a8ff%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-MediumItalic.woff2	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-MediumItalic.woff2	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:10	105596/105596	---M-Z	200	added ('OK')	font/ttf	etag:%2219c7c-57fac22499240-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Medium.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Medium.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:10	44476/44476	---M--	200	added ('OK')	font/woff	etag:%22adbc-57fac223473fd%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Medium.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Medium.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:14	29600/29600	---M--	200	added ('OK')	font/woff2	etag:%2273a0-57fac225ec023%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Bold.woff2	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Bold.woff2	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:15	41152/41152	---M--	200	added ('OK')	font/woff	etag:%22a0c0-57fac226c2da5%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-MediumItalic.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-MediumItalic.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:18	44120/44120	---M--	200	added ('OK')	font/woff	etag:%22ac58-57fac22382d1d%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Bold.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Bold.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:24	28004/28004	---M--	200	added ('OK')	font/woff2	etag:%226d64-57fac22290a1b%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BoldItalic.woff2	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BoldItalic.woff2	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:26	41796/41796	---M--	200	added ('OK')	font/woff	etag:%22a344-57fac223cc0fe%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BoldItalic.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BoldItalic.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:27	100480/100480	---M-Z	200	added ('OK')	font/ttf	etag:%2218880-57fac223b1b1e-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-MediumItalic.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-MediumItalic.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:30	104660/104660	---M-Z	200	added ('OK')	font/ttf	etag:%22198d4-57fac22718ca6-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Bold.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Bold.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:31	29100/29100	---M--	200	added ('OK')	font/woff2	etag:%2271ac-57fac22262bbb%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Black.woff2	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Black.woff2	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:36	44128/44128	---M--	200	added ('OK')	font/woff	etag:%22ac60-57fac2254ae01%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Black.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Black.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:36	27736/27736	---M--	200	added ('OK')	font/woff2	etag:%226c58-57fac224684ff%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BlackItalic.woff2	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BlackItalic.woff2	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:44	104964/104964	---M-Z	200	added ('OK')	font/ttf	etag:%2219a04-57fac2275a386-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Black.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-Black.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:48	100588/100588	---M-Z	200	added ('OK')	font/ttf	etag:%22188ec-57fac22831108-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BlackItalic.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BlackItalic.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:52	101232/101232	---M-Z	200	added ('OK')	font/ttf	etag:%2218b70-57fac222ee61c-gzip%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BoldItalic.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BoldItalic.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:27:55	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:57:46%20GMT	https://www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.78.delayed	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:06	41152/41152	---M--	200	added ('OK')	font/woff	etag:%22a0c0-57fac228468c8%22	https://www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BlackItalic.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/brandon-grotesque/BrandonGrotesque-BlackItalic.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:17	118084/118084	---M--	200	added ('OK')	font/woff2	etag:%221cd44-57fac22010015%22	https://www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.woff2	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.woff2	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:20	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:12%20GMT	https://www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.svg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.7b.delayed	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:20	1091/1091	---M--	200	added ('OK')	image/png	etag:%22443-56cd3d037f0db%22	https://www.truefoodkitchen.com/images/quickview-close.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/quickview-close.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:21	261490/261490	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%223fd72-57fac220881f6-gzip%22	https://www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.eot	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.eot	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:22	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:13%20GMT	https://www.truefoodkitchen.com/images/back_line.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/back_line.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:23	261312/261312	---MCZ	200	added ('OK')	font/ttf	etag:%223fcc0-57fac2204f7b6-gzip%22	https://www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:23	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:15%20GMT	https://www.truefoodkitchen.com/images/icon_price.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/icon_price.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:24	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:16%20GMT	https://www.truefoodkitchen.com/images/icon-quote.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/icon-quote.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:25	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:17%20GMT	https://www.truefoodkitchen.com/images/vector_small.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/vector_small.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:26	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:18%20GMT	https://www.truefoodkitchen.com/images/oliu-left.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/oliu-left.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:27	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:19%20GMT	https://www.truefoodkitchen.com/images/oliu-right.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/oliu-right.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:29	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:20%20GMT	https://www.truefoodkitchen.com/images/banner/banner_1920x1080.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/banner_1920x1080.jpg	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:32	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:22%20GMT	https://www.truefoodkitchen.com/images/icon-left.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/icon-left.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:34	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:25%20GMT	https://www.truefoodkitchen.com/images/icon-right.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/icon-right.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:35	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:26%20GMT	https://www.truefoodkitchen.com/images/vector_big.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/vector_big.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:35	261490/261490	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%223fd72-57fac220881f6-gzip%22	https://www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_rough.eot?	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/bernadette-rough/bernadette_roughd41d.eot	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:35	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268c-56cd3cc07472f-gzip%22	https://www.truefoodkitchen.com/fonts/star.eot	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/star.eot	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:36	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268c-56cd3cc07472f-gzip%22	https://www.truefoodkitchen.com/fonts/star.eot?	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/stard41d.eot	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:37	1304/1304	---M--	200	added ('OK')	font/woff	etag:%22518-56cd3cc0b2f28%22	https://www.truefoodkitchen.com/fonts/star.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/star.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:37	1512/1512	---M-Z	200	added ('OK')	font/ttf	etag:%225e8-56cd3cc09b82b-gzip%22	https://www.truefoodkitchen.com/fonts/star.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/star.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:38	1391/1391	---M-Z	200	added ('OK')	image/svg+xml	etag:%2256f-56cd3cc087fad-gzip%22	https://www.truefoodkitchen.com/fonts/star.svg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/star.svg	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:40	19564/19564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224c6c-56cd3cc0b7d47-gzip%22	https://www.truefoodkitchen.com/fonts/WooCommerce.eot	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/WooCommerce.eot	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:40	19564/19564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224c6c-56cd3cc0b7d47-gzip%22	https://www.truefoodkitchen.com/fonts/WooCommerce.eot?	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/WooCommerced41d.eot	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:42	19384/19384	---M-Z	200	added ('OK')	font/ttf	etag:%224bb8-56cd3cc0cb5c5-gzip%22	https://www.truefoodkitchen.com/fonts/WooCommerce.ttf	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/WooCommerce.ttf	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:46	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:38%20GMT	https://www.truefoodkitchen.com/images/icons/loader.svg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/icons/loader.svg	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:46	47558/47558	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b9c6-56cd3cc0c67a6-gzip%22	https://www.truefoodkitchen.com/fonts/WooCommerce.svg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/WooCommerce.svg	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:47	6922/6922	---M--	200	added ('OK')	image/png	etag:%221b0a-570a7150435a2%22	https://www.truefoodkitchen.com/images/vector.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/vector.png	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:47	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:40%20GMT	https://www.truefoodkitchen.com/images/banner/banner_1920x800.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/banner_1920x800.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:28:50	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:41%20GMT	https://www.truefoodkitchen.com/images/banner/banner_1920x685.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/banner_1920x685.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:28:54	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:46%20GMT	https://www.truefoodkitchen.com/images/banner/banner_960x840.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/banner_960x840.97.delayed	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:28:56	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:47%20GMT	https://www.truefoodkitchen.com/images/vector_green.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/vector_green.png	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:28:56	19460/19460	---M--	200	added ('OK')	font/woff	etag:%224c04-56cd3cc0e8a82%22	https://www.truefoodkitchen.com/fonts/WooCommerce.woff	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/fonts/WooCommerce.woff	(from https://www.truefoodkitchen.com/css/tfk-new.css)
09:28:59	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:52%20GMT	https://www.truefoodkitchen.com/images/bg_our_product.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/bg_our_product.9a.delayed	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:00	79211/79211	---M--	200	added ('OK')	image/jpeg	etag:%221356b-56cd3cc9230af%22	https://www.truefoodkitchen.com/images/banner/jubytrue_feature_bg.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/jubytrue_feature_bg.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:02	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:52%20GMT	https://www.truefoodkitchen.com/images/banner/banner_1400x590.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/banner_1400x590.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:06	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:56%20GMT	https://www.truefoodkitchen.com/images/rectangle.png	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/rectangle.9d.delayed	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:07	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:58:59%20GMT	https://www.truefoodkitchen.com/images/banner/banner_1140x570.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/banner_1140x570.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:12	94664/94664	---M--	200	added ('OK')	image/jpeg	etag:%22171c8-56cd3cc269695%22	https://www.truefoodkitchen.com/images/bg_white.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/bg_white.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:21	103510/103510	---M--	200	added ('OK')	image/jpeg	etag:%2219456-56cd3cc4cdb2f%22	https://www.truefoodkitchen.com/images/banner/banner_blog.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/banner_blog.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:27	91983/91983	---M--	200	added ('OK')	image/jpeg	etag:%221674f-56cd3cc56609d%22	https://www.truefoodkitchen.com/images/banner/banner_food.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/banner_food.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:37	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:59:26%20GMT	https://www.truefoodkitchen.com/images/banner/banner_480x600.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/banner_480x600.a2.delayed	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:38	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:59:30%20GMT	https://www.truefoodkitchen.com/images/findatable/slider/stack_365x465.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/findatable/slider/stack_365x465.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:41	127684/127684	---M--	200	added ('OK')	image/jpeg	etag:%221f2c4-56cd3cc62a527%22	https://www.truefoodkitchen.com/images/banner/bannerjubytrue_bg.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/bannerjubytrue_bg.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:42	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:59:31%20GMT	https://www.truefoodkitchen.com/images/stack/jubytrue-stack1.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/stack/jubytrue-stack1.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:44	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:59:35%20GMT	https://www.truefoodkitchen.com/images/stack/jubytrue-stack2.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/stack/jubytrue-stack2.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:46	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:59:37%20GMT	https://www.truefoodkitchen.com/images/stack/jubytrue-stack3.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/stack/jubytrue-stack3.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:48	6904/6904	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Dec%202019%2003:59:39%20GMT	https://www.truefoodkitchen.com/images/banner/banner_480x420.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/banner_480x420.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
09:29:53	12989/12989	---M--	200	added ('OK')	image/jpeg	etag:%2232bd-56cd3cc9925e2%22	https://www.truefoodkitchen.com/images/banner/jubytrue_feature_bg2.jpg	C:/My%20Web%20Sites/Organic/www.truefoodkitchen.com/images/banner/jubytrue_feature_bg2.jpg	(from https://www.truefoodkitchen.com/css/tfk-custom.css)
